Freq.	V(vout)
1.09908174771524e+003	4.29920600983252e+000
1.12468265038069e+003	4.29926656226175e+000
1.15087987467431e+003	4.29932427684321e+000
1.17768731071117e+003	4.29937928857152e+000
1.20511917214871e+003	4.29943172566996e+000
1.23319000372296e+003	4.29948170994147e+000
1.26191468896038e+003	4.29952935710715e+000
1.29130845806930e+003	4.29957477712224e+000
1.32138689601518e+003	4.29961807447360e+000
1.35216595078396e+003	4.29965934846467e+000
1.38366194183787e+003	4.29969869347856e+000
1.41589156876827e+003	4.29973619923268e+000
1.44887192014997e+003	4.29977195101476e+000
1.48262048260183e+003	4.29980602990744e+000
1.51715515005836e+003	4.29983851300021e+000
1.55249423325738e+003	4.29986947359019e+000
1.58865646944855e+003	4.29989898137290e+000
1.62566103232819e+003	4.29992710261853e+000
1.66352754220533e+003	4.29995390034163e+000
1.70227607640474e+003	4.29997943446434e+000
1.74192717991215e+003	4.30000376196306e+000
1.78250187626748e+003	4.30002693701362e+000
1.82402167871181e+003	4.30004901112781e+000
1.86650860159397e+003	4.30007003327880e+000
1.90998517204286e+003	4.30009005002377e+000
1.95447444191161e+003	4.30010910561683e+000
1.99999999999999e+003	4.30012724211918e+000
2.04658598456150e+003	4.30014449950011e+000
2.09425709610179e+003	4.30016091573502e+000
2.14303861047520e+003	4.30017652689435e+000
2.19295639228636e+003	4.30019136723290e+000
2.24403690860391e+003	4.30020546927142e+000
2.29630724299375e+003	4.30021886387358e+000
2.34979510987905e+003	4.30023158031725e+000
2.40452886923481e+003	4.30024364636707e+000
2.46053754162475e+003	4.30025508833762e+000
2.51785082358832e+003	4.30026593115556e+000
2.57649910338625e+003	4.30027619841901e+000
2.63651347711280e+003	4.30028591244963e+000
2.69792576518329e+003	4.30029509434756e+000
2.76076852920575e+003	4.30030376403880e+000
2.82507508924549e+003	4.30031194032093e+000
2.89087954149184e+003	4.30031964090684e+000
2.95821677633640e+003	4.30032688246566e+000
3.02712249687240e+003	4.30033368066065e+000
3.09763323782494e+003	4.30034005018422e+000
3.16978638492221e+003	4.30034600479097e+000
3.24362019471784e+003	4.30035155733278e+000
3.31917381487510e+003	4.30035671978159e+000
3.39648730492347e+003	4.30036150326165e+000
3.47560165749873e+003	4.30036591807232e+000
3.55655882007782e+003	4.30036997371133e+000
3.63940171721994e+003	4.30037367889613e+000
3.72417427332571e+003	4.30037704158426e+000
3.81092143592647e+003	4.30038006898886e+000
3.89968919951606e+003	4.30038276759727e+000
3.99052462993773e+003	4.30038514318311e+000
4.08347588933903e+003	4.30038720082075e+000
4.17859226170805e+003	4.30038894489455e+000
4.27592417900444e+003	4.30039037911024e+000
4.37552324789908e+003	4.30039150650032e+000
4.47744227713665e+003	4.30039232943412e+000
4.58173530553552e+003	4.30039284961853e+000
4.68845763063981e+003	4.30039306810462e+000
4.79766583803895e+003	4.30039298528699e+000
4.90941783137003e+003	4.30039260090485e+000
5.02377286301913e+003	4.30039191404256e+000
5.14079156553769e+003	4.30039092312327e+000
5.26053598379073e+003	4.30038962590767e+000
5.38306960785379e+003	4.30038801948664e+000
5.50845740667629e+003	4.30038610027387e+000
5.63676586252887e+003	4.30038386399640e+000
5.76806300625317e+003	4.30038130568590e+000
5.90241845333273e+003	4.30037841966268e+000
